21;21;10.21.10;8:14:35;0.00;0.38;94.65;0.10;15.82;0.06;67.13;0.12;0.000;0.01;1.678;0.17;37.1493;0.000;-121.2590;0.000;114.50;0.02;37.1605;0.000;-121.5029;0.001;101.20;0.05;47.8;273.2;59.0;110.3;2.2;0.0;0.32;_104_014_041;8;8;21;10.21.10;8:14:35;94.88;0.09;15.65;0.11;65.88;0.12;94.74;0.09;-7.71;0.11;40.78;0.12;77.05;0.14;-12.51;0.18;207.6915;0.0001;0.5758;0.0029;0.134;0.011;7.47;0.92288;0.006;163.70;0.23;83.02;0.47;27.682;0.001;110.70;0.47;_104_014_041;0;-0.19;0;1;207.6915;247.05;-7.71
22;22;10.21.10;8:31:54;0.00;0.51;41.34;0.09;12.05;0.07;30.14;0.28;0.016;0.04;7.183;1.27;37.2148;0.000;-121.6237;0.000;99.70;0.06;37.2726;0.000;-121.6391;0.000;85.80;0.07;60.0;347.9;25.7;91.7;3.2;0.2;0.58;_041_014;2;624;22;10.21.10;8:31:54;40.75;0.17;11.14;0.65;27.99;0.29;41.79;0.11;-4.44;0.66;36.02;0.18;347.71;0.39;-3.45;0.51;207.7034;0.0001;0.3307;0.0040;0.546;0.014;1.83;0.81929;0.006;5.36;0.79;118.88;0.33;27.695;0.007;146.57;0.34;_041_014;0;3.52;0;1;207.7034;194.09;-4.44
23;23;10.21.10;8:34:08;0.00;0.41;94.96;0.16;15.48;0.05;67.75;0.28;0.132;0.03;0.026;0.10;36.8859;0.000;-121.3780;0.000;115.30;0.03;36.9087;0.000;-121.6335;0.001;99.30;0.11;49.6;276.3;55.6;107.7;1.2;-1.2;0.47;_101_011;8;8;23;10.21.10;8:34:08;95.14;0.16;15.32;0.22;66.53;0.30;95.01;0.16;-8.03;0.22;41.35;0.30;77.71;0.28;-12.98;0.34;207.7050;0.0001;0.5950;0.0070;0.082;0.028;12.26;0.95146;0.016;163.26;0.43;79.93;1.18;27.695;0.002;107.63;1.18;_101_011;0;-0.48;0;1;207.7050;247.31;-8.03
24;24;10.21.10;8:34:20;0.00;0.09;117.75;1.41;46.79;0.70;70.23;3.53;0.010;0.09;0.031;0.12;37.7258;0.000;-120.8955;0.001;107.60;0.05;37.6973;0.001;-120.9433;0.002;104.20;0.25;80.3;233.1;57.6;106.4;2.4;1.2;0.36;_024_044;0;0;24;10.21.10;8:34:20;118.22;1.52;46.86;1.52;69.09;3.51;110.98;1.10;25.46;1.54;44.38;3.41;104.05;2.04;42.00;2.68;207.7051;0.0001;0.9675;0.0089;-0.211;0.344;999.00;1.20414;0.333;137.18;2.72;198.46;3.85;207.696;0.001;46.16;3.85;_024_044;0;-2.04;0;1;207.7051;263.27;25.46
25;25;10.21.10;8:35:07;0.00;0.32;42.59;0.28;11.55;0.25;32.14;0.29;0.063;0.03;5.468;1.87;37.0708;0.000;-121.9817;0.000;96.60;0.03;37.1083;0.000;-121.9931;0.000;87.70;0.08;14.5;346.3;26.1;91.9;3.0;0.3;0.52;_042_011;2;624;25;10.21.10;8:35:07;42.05;0.36;10.74;0.66;30.12;0.27;42.90;0.35;-5.20;0.66;36.86;0.21;350.87;0.39;-4.25;0.54;207.7056;0.0001;0.2964;0.0058;0.477;0.018;2.10;0.85859;0.005;7.07;0.88;121.35;0.80;27.697;0.005;149.04;0.80;_042_011;0;3.13;0;1;207.7056;195.19;-5.20
26;26;10.21.10;8:36:28;0.00;2.36;286.89;0.19;61.24;0.22;22.04;0.33;0.002;0.04;2.654;0.93;37.0835;0.021;-121.0528;0.015;86.40;1.31;36.7212;0.018;-120.8008;0.014;66.80;1.13;5.9;150.9;67.3;67.5;-0.7;-4.2;0.96;_084_104_043;0;0;26;10.21.10;8:36:28;279.39;4.07;56.98;0.66;19.23;0.43;299.11;12.69;79.47;0.23;38.40;0.29;298.67;1.31;29.49;0.54;207.7066;0.0001;0.9952;0.0008;0.347;0.025;2.88;0.65468;0.024;29.50;0.54;182.15;2.93;207.697;0.002;29.85;2.93;_084_104_043;0;2.78;0;1;207.7066;91.40;79.47
27;27;10.21.10;8:36:32;0.00;0.47;354.46;0.21;52.85;0.13;29.06;0.16;0.077;0.01;4.762;0.29;37.0230;0.000;-121.7652;0.000;97.30;0.04;36.9795;0.000;-121.7051;0.000;86.20;0.08;22.4;132.1;33.5;87.0;3.1;0.2;0.93;_042_011;0;0;27;10.21.10;8:36:32;351.34;0.53;52.66;0.36;27.02;0.17;21.19;0.26;49.98;0.45;41.94;0.12;326.81;0.26;29.56;0.27;207.7066;0.0001;0.8153;0.0034;0.026;0.012;38.14;0.97862;0.009;32.99;0.27;230.66;0.53;207.697;0.001;78.35;0.53;_042_011;0;1.07;0;1;207.7066;173.48;49.98
28;28;10.21.10;8:42:26;0.00;0.52;39.79;0.23;12.24;0.14;28.28;0.38;0.210;0.06;2.199;0.32;37.3971;0.000;-120.9790;0.000;95.30;0.05;37.4507;0.000;-120.9803;0.000;82.40;0.06;42.0;358.9;25.2;84.8;2.9;0.1;0.82;_012_044;2;2;28;10.21.10;8:42:26;39.00;0.36;11.18;0.91;26.01;0.47;40.17;0.24;-3.88;0.94;35.50;0.27;344.44;0.65;-2.84;0.69;207.7107;0.0001;0.3724;0.0067;0.588;0.021;1.70;0.78081;0.011;4.14;0.99;115.31;0.55;27.703;0.010;143.01;0.56;_012_044;0;3.77;0;1;207.7107;192.46;-3.88
29;29;10.21.10;8:52:47;0.00;0.48;12.15;0.66;75.74;0.10;33.79;0.28;0.030;0.04;0.515;0.20;37.3309;0.000;-121.3337;0.000;99.00;0.08;37.2379;0.001;-121.3117;0.000;86.60;0.10;13.9;169.3;40.8;90.0;2.9;-0.3;0.73;_041_012_014;0;0;29;10.21.10;8:52:47;6.65;1.88;76.35;0.74;31.96;0.28;60.33;1.06;61.73;0.70;37.95;0.23;329.04;0.82;47.88;0.53;207.7178;0.0001;0.8439;0.0089;0.386;0.020;2.59;0.67455;0.016;52.32;0.43;231.54;1.67;207.708;0.001;79.25;1.67;_041_012_014;0;2.65;0;1;207.7178;212.61;61.73
30;30;10.21.10;8:57:11;0.00;0.35;29.98;0.15;1.84;0.30;29.27;2.32;0.711;0.52;3.495;5.85;36.9623;0.006;-121.6898;0.003;86.50;1.04;37.0046;0.005;-121.6697;0.002;79.70;0.74;81.0;20.8;37.0;82.7;1.5;-1.2;0.56;_042_011;0;0;30;10.21.10;8:57:11;28.81;0.50;0.42;3.08;27.17;2.47;26.93;1.36;-10.66;2.81;40.99;1.70;339.64;2.72;-7.04;1.82;207.7209;0.0001;0.5427;0.0312;0.115;0.155;8.70;0.93762;0.086;9.43;2.41;86.55;3.31;27.713;0.018;114.27;3.33;_042_011;0;1.49;0;1;207.7209;179.21;-10.66
